customer,job_number,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,target
homeshopping,36928,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,catalog,canadian,1910,40.0,54.0,0.3,15.0,88.0,0.75,28.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,33,100.0,100,noband
tvguide,25424,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,7,tabloid,northus,1911,40.0,54.0,0.333,14.1,80.0,,20.0,24.8,1850.0,41.3,33.9,3.0,0.0,2.5,0.8,40.0,40,103.3,100,noband
ntlwildlife,36859,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,albert70,802,2,catalog,northus,,50.0,65.0,,17.0,100.0,0.625,52.0,5.6,1650.0,55.5,38.9,0.0,0.0,3.0,0.6,45.0,,,100,band
hanoverhouse,34093,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,motter94,821,7,tabloid,northus,1910,52.5,62.0,0.433,14.5,95.0,0.75,20.0,0.0,1950.0,58.8,41.2,0.0,0.0,2.0,1.0,38.0,35,100.0,100,band
natlwildlife,36859,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,50.0,56.0,0.2,14.3,105.0,0.75,70.0,0.0,1600.0,55.5,44.5,0.0,0.0,3.0,1.0,45.0,35,100.0,100,band
jamesway,36649,no,key,yes,benton,gallatin,coated,coated,no,line,,motter70,813,6,catalog,scandanavian,1911,47.5,62.0,0.333,15.0,84.0,,,5.6,,56.2,38.2,0.0,0.0,2.5,1.0,35.0,40,96.7,100,noband
jamesway,36649,no,key,yes,benton,gallatin,coated,coated,no,line,,motter70,813,1,catalog,scandanavian,1911,47.5,62.0,,15.0,80.0,,,5.6,,56.2,38.2,0.0,0.0,2.5,1.0,35.0,40,96.9,100,noband
target,34547,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,spiegel,canadian,1910,30.0,58.0,0.433,15.9,81.0,0.625,30.0,0.0,2150.0,62.5,37.5,10.0,0.0,2.5,1.0,30.0,35,90.0,100,noband
target,34547,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910,30.0,58.0,0.333,16.3,78.0,0.625,30.0,0.0,2150.0,58.8,41.2,10.0,0.0,2.5,1.0,30.0,35,90.0,100,noband
wards,36894,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1910,30.0,51.0,0.3,16.0,70.0,0.8125,20.0,0.0,2250.0,58.8,41.2,0.0,0.0,1.5,0.6,30.0,35,103.3,100,noband
wards,36894,no,key,yes,benton,gallatin,coated,coated,yes,line,yes,motter94,824,9,tabloid,canadian,1910,30.0,51.0,0.333,16.0,76.0,0.875,25.0,19.1,2250.0,42.7,38.2,3.0,0.0,1.2,0.5,30.0,35,103.3,100,noband
wards,36057,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1910,30.0,58.0,0.467,15.0,98.0,0.75,30.0,0.0,2300.0,58.8,41.2,6.0,0.0,2.25,1.0,30.0,35,100.0,100,noband
wards,36057,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,tabloid,canadian,1910,30.0,58.0,0.467,15.0,96.0,0.75,30.0,0.0,2300.0,58.8,41.2,6.0,0.0,3.0,0.75,30.0,35,100.0,100,noband
childworld,36024,yes,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,815,9,tabloid,canadian,1910,52.5,54.0,0.433,16.3,90.0,0.75,38.0,0.0,1800.0,62.5,38.5,0.0,0.0,2.9,1.1,33.0,35,100.0,100,noband
childworld,36024,yes,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,815,2,tabloid,canadian,1910,55.5,54.0,0.233,15.0,82.0,0.75,38.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.0,1.0,33.0,35,100.0,100,noband
tvguide,25424,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,motter94,821,2,tabloid,northus,,40.0,54.0,,14.6,85.0,,20.0,21.7,1850.0,43.5,34.8,0.0,0.0,2.5,0.8,40.0,,,100,noband
downs,34397,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,mideuropean,1910,50.0,53.0,0.3,16.0,65.0,0.75,,15.8,1300.0,49.5,34.7,0.0,0.0,2.5,1.0,28.0,35,93.5,100,noband
downs,34397,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,6,catalog,mideuropean,1910,50.0,53.0,0.3,16.5,90.0,0.75,,11.3,1300.0,51.5,37.1,0.0,0.0,2.5,0.7,28.0,35,100.0,100,noband
global,36846,yes,key,yes,benton,gallatin,uncoated,cover,no,line,yes,albert70,802,7,catalog,northus,1910,50.0,59.0,0.367,13.0,92.0,0.625,49.0,0.0,1300.0,58.8,41.2,0.0,0.0,3.0,1.1,40.0,35,100.0,100,band
casualliving,38025,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,9,catalog,northus,1910,57.5,55.0,0.333,14.0,86.0,0.75,30.0,13.0,1700.0,50.0,37.0,0.0,0.0,2.9,0.9,34.0,35,100.0,100,noband
casualliving,38025,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,2,catalog,northus,1910,55.0,55.0,0.3,13.0,86.0,0.75,28.0,13.7,1700.0,49.0,37.3,0.0,0.0,3.0,0.8,34.0,35,100.0,100,noband
campingworld,36874,,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,catalog,canadian,,,60.0,,15.5,80.0,,30.0,13.0,1750.0,54.3,32.6,0.0,0.0,2.75,1.0,33.0,,,100,noband
campingworld,37874,,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,catalog,canadian,,,60.0,,15.0,78.0,0.625,34.0,15.0,1750.0,50.0,35.0,0.0,0.0,2.5,1.0,33.0,,,100,noband
childcraft,36911,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,motter70,813,6,catalog,northus,1910,50.0,59.0,0.4,15.0,90.0,0.75,,0.0,1500.0,58.8,41.2,0.0,0.0,2.5,1.0,40.0,35,100.0,100,band
tvguide,25427,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,7,tabloid,northus,1910,55.0,49.0,0.233,15.6,80.0,1.0,30.0,35.8,1950.0,41.7,22.5,1.0,0.0,2.7,1.0,40.0,37,100.0,100,band
oldvillageshop,34092,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,,1910,65.0,49.0,0.333,13.5,82.0,0.625,30.0,0.0,1350.0,68.2,31.8,1.0,0.0,2.5,1.0,38.0,37,103.2,100,band
globalequp,36846,no,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,65.0,65.0,0.4,14.0,100.0,0.75,40.0,7.0,1200.0,58.1,34.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,band
wards,36058,no,key,yes,benton,gallatin,coated,coated,no,line,,motter94,824,6,tabloid,canadian,1911,50.0,58.0,0.3,16.0,,0.875,24.0,0.0,2200.0,58.8,41.2,0.0,0.0,1.2,0.6,30.0,42,93.75,100,noband
oldvillageshop,34092,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,9,catalog,,1910,65.0,58.0,0.4,15.0,74.0,0.625,32.0,0.0,1800.0,57.5,42.5,1.0,0.0,2.5,1.0,38.0,37,103.2,100,band
wards,36058,no,key,yes,benton,gallatin,coated,coated,no,line,,motter94,824,2,tabloid,canadian,1911,50.0,58.0,0.333,15.5,75.0,0.8125,24.0,0.0,2200.0,58.8,41.2,0.0,0.0,1.5,0.6,30.0,42,100.0,100,noband
yieldhouse,34367,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,tabloid,northus,1911,62.5,47.0,0.167,17.0,75.0,0.75,30.0,14.3,1700.0,47.6,38.1,0.0,0.0,3.0,0.5,40.0,40,96.9,100,band
ames,34583,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1911,40.0,47.0,0.2,15.0,75.0,0.75,25.0,0.0,2100.0,61.1,38.9,0.0,0.0,2.4,1.1,33.0,40,96.9,100,noband
tvguide,25428,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,northus,1911,45.0,47.0,0.2,14.0,80.0,0.75,20.0,18.0,1800.0,45.0,37.0,0.0,0.0,2.5,0.8,40.0,40,96.9,100,noband
guideposts,23040,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,7,tabloid,,,50.0,59.0,0.333,14.5,71.0,0.625,20.0,11.1,1650.0,55.5,33.3,0.0,0.0,2.5,1.0,40.0,,,100,band
massey,36784,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,northus,1910,60.0,58.0,0.333,15.1,93.0,1.0,25.0,0.0,1650.0,56.1,33.9,0.0,0.0,2.5,1.0,40.0,35,100.0,100,band
massey,36784,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,2,catalog,northus,1910,50.0,58.0,0.367,13.5,100.0,0.75,35.0,0.0,1750.0,55.5,44.5,3.0,0.0,2.7,0.5,40.0,35,100.0,100,band
modmat,47104,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,catalog,northus,1910,40.0,56.0,0.3,16.5,80.0,,45.0,20.3,1400.0,44.2,35.5,0.0,0.0,3.0,0.6,40.0,35,100.0,100,noband
modmat,47104,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,7,catalog,northus,1911,30.0,56.0,0.433,16.0,70.0,,60.0,21.8,1400.0,45.4,32.8,0.0,0.0,3.0,0.9,40.0,40,96.8,100,noband
massey,36784,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,woodhoe70,815,9,catalog,northus,1910,37.5,56.0,0.3,14.0,82.0,0.625,28.0,0.0,1700.0,58.8,41.2,2.0,0.0,2.5,0.5,40.0,35,100.0,100,noband
modmat,47104,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,motter70,813,5,catalog,northus,1911,50.0,56.0,0.333,14.6,74.0,0.75,,7.5,1400.0,53.8,38.7,0.0,4.0,2.4,0.8,40.0,40,96.8,100,noband
modmat,47104,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,motter70,813,1,catalog,northus,1911,57.5,56.0,0.5,13.8,73.0,0.75,,4.4,1400.0,52.7,42.9,0.0,0.0,2.0,0.5,40.0,40,96.8,100,noband
ames,34583,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,tabloid,canadian,1911,45.0,55.0,0.2,14.0,73.0,0.75,30.0,0.0,2100.0,61.1,38.9,0.0,0.0,2.5,0.8,33.0,40,96.8,100,band
hills,34714,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1911,30.0,56.0,0.2,14.7,87.0,0.875,20.0,0.0,2150.0,58.8,41.2,12.0,0.0,1.5,0.6,30.0,40,96.8,100,noband
hills,34714,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1910,40.0,56.0,0.333,15.3,86.0,0.8125,32.0,0.0,2150.0,58.8,41.2,12.0,0.0,2.2,0.8,30.0,35,100.0,100,noband
modmat,47104,yes,key,yes,benton,gallatin,coated,coated,no,line,yes,motter70,813,10,catalog,northus,1911,55.0,56.0,0.4,15.0,87.0,0.75,,0.0,1250.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40,96.8,100,noband
modmat,47104,yes,key,yes,benton,gallatin,coated,coated,no,line,yes,motter70,813,9,catalog,northus,1911,55.0,56.0,0.4,15.0,93.0,0.75,,0.0,1250.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40,96.8,100,noband
rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,no,woodhoe70,816,2,catalog,northus,1911,60.0,56.0,0.3,16.0,87.0,0.625,26.0,10.5,1450.0,50.5,39.0,3.0,0.0,3.0,1.3,40.0,40,93.75,100,band
rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,60.0,53.0,0.3,18.0,103.0,0.625,50.0,22.1,1600.0,41.0,36.9,0.0,0.0,3.0,0.7,40.0,35,105.2,100,noband
rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,northus,1910,57.5,53.0,0.367,14.5,70.0,0.625,58.0,20.2,1600.0,42.0,37.8,3.0,0.0,3.0,1.0,40.0,35,105.2,100,noband
uscav,35683,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,northus,1911,62.5,61.0,0.3,14.0,85.0,0.75,50.0,3.5,1660.0,56.8,39.7,2.0,0.0,3.0,1.0,32.0,40,93.75,100,noband
uscav,35683,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,65.0,61.0,0.367,14.8,80.0,0.375,45.0,19.5,1660.0,42.4,38.1,0.0,0.0,3.0,1.0,32.0,35,105.2,100,noband
eckerds,34685,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,1911,50.0,61.0,0.267,14.2,88.0,1.0,29.0,0.0,2350.0,52.6,47.4,,0.0,2.5,1.1,30.0,40,93.75,100,noband
eckerds,34685,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,10,tabloid,canadian,1910,50.0,61.0,0.333,13.0,72.0,1.0,41.0,0.0,2350.0,58.8,41.2,,0.0,2.0,1.0,30.0,35,105.2,100,noband
roses,34894,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,821,2,tabloid,canadian,1910,45.0,61.0,0.4,14.0,78.0,0.75,20.0,25.6,2100.0,42.7,31.7,0.0,0.0,2.5,0.8,30.0,35,105.2,100,noband
roses,34894,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,7,tabloid,canadian,1910,50.0,61.0,0.333,13.1,70.0,0.75,25.0,21.7,2100.0,41.7,36.6,5.0,0.0,2.5,0.8,30.0,35,105.2,100,noband
target,34547,no,key,yes,benton,gallatin,coated,coated,no,line,,motter94,827,2,spiegel,canadian,1910,32.5,54.0,0.267,15.5,78.0,1.0,25.0,0.0,1900.0,58.8,41.2,10.0,0.0,2.5,0.5,30.0,35,93.3,100,noband
target,34547,no,key,yes,benton,gallatin,coated,coated,no,line,,motter94,827,9,spiegel,canadian,1910,32.5,54.0,0.5,15.5,78.0,1.0,25.0,0.0,1900.0,58.8,41.2,10.0,0.0,1.4,0.8,30.0,35,103.2,100,noband
wards,36066,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1911,40.0,54.0,0.2,15.0,72.0,0.75,35.0,0.0,2500.0,58.5,41.5,0.0,0.0,2.1,1.1,30.0,40,100.0,100,noband
wards,36066,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,tabloid,canadian,1911,40.0,54.0,0.367,15.0,78.0,0.75,20.0,0.0,2500.0,61.1,38.9,0.0,0.0,2.5,0.7,30.0,40,100.0,100,noband
wards,36066,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,45.0,54.0,0.2,15.0,80.0,0.8125,20.0,0.0,2000.0,58.8,41.2,0.0,0.0,1.5,0.6,33.0,35,111.1,100,noband
walmart,34493,,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,816,9,tabloid,,1910,,51.0,0.167,16.0,75.0,0.5,30.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.1,1.0,30.0,35,100.0,100,band
roses,34896,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,northus,1910,40.0,54.0,0.4,15.2,88.0,0.875,,5.9,2300.0,49.5,44.6,8.0,0.0,2.5,1.0,33.0,35,111.1,100,noband
roses,34896,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,northus,1910,40.0,54.0,0.333,14.7,90.0,0.875,,0.0,2300.0,52.6,47.4,4.0,0.0,3.0,1.1,33.0,35,111.1,100,noband
downs,23050,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,northus,1910,57.5,54.0,0.367,16.2,79.0,0.5,23.0,19.0,1500.0,47.6,33.4,5.0,0.0,3.0,1.0,32.0,35,93.3,100,noband
rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,60.0,53.0,0.333,16.5,88.0,0.75,55.0,22.1,1550.0,41.0,36.9,0.0,0.0,3.0,0.8,40.0,35,105.1,100,noband
downs,23050,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,catalog,northus,1910,55.0,54.0,0.3,15.8,79.0,0.5,30.0,12.4,1500.0,51.5,36.1,0.0,0.0,3.0,0.5,32.0,35,93.3,100,noband
rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,northus,1910,60.0,53.0,0.3,14.7,70.0,0.75,50.0,20.2,1550.0,42.0,37.8,3.0,0.0,3.0,1.0,40.0,35,111.1,100,noband
wards,36882,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,tabloid,canadian,1910,45.0,53.0,0.3,15.2,78.0,1.0,,13.3,2150.0,51.0,35.7,2.0,0.0,2.5,1.1,30.0,35,111.1,100,noband
wards,36882,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,tabloid,canadian,1910,35.0,53.0,0.267,14.7,80.0,1.0,,5.5,2150.0,55.6,38.9,0.0,0.0,2.5,0.4,30.0,35,111.1,100,noband
walmart,34483,no,key,yes,benton,gallatin,coated,uncoated,no,line,yes,woodhoe70,816,2,tabloid,,1910,35.0,55.0,0.5,15.0,70.0,0.5,32.0,0.0,1950.0,58.8,41.2,0.0,0.0,2.5,1.3,30.0,35,100.0,100,band
walmart,34493,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,816,2,tabloid,,1910,35.0,55.0,0.233,15.0,70.0,0.5,35.0,0.0,2000.0,58.8,41.2,0.0,0.0,2.5,1.5,30.0,35,100.0,100,band
walmart,34493,,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,816,9,tabloid,northus,1910,,54.0,0.333,17.0,94.0,0.25,26.0,0.0,1900.0,56.8,43.2,0.0,0.0,2.5,0.9,30.0,35,100.0,100,noband
walmart,34493,no,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,816,2,tabloid,northus,1911,,54.0,0.2,14.0,80.0,0.3125,34.0,3.4,1900.0,56.8,39.8,0.0,0.0,2.5,1.3,30.0,40,106.7,100,noband
ames,34585,no,key,yes,,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,1910,30.0,50.0,0.2,15.6,84.0,1.0,,0.0,2400.0,58.8,41.2,4.0,0.0,2.5,0.9,33.0,35,96.8,100,noband
ames,34585,no,key,yes,,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,canadian,1910,30.0,50.0,0.333,15.8,92.0,1.0,,0.0,2400.0,58.5,41.2,2.0,0.0,3.0,1.4,33.0,35,96.8,100,noband
sheplers,36776,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,albert70,802,7,catalog,northus,1910,45.0,50.0,0.2,14.5,70.0,0.75,42.0,5.3,1700.0,52.6,42.1,0.0,0.0,3.0,0.8,40.0,45,100.0,100,noband
sheplers,36776,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,albert70,802,2,spiegel,northus,1910,40.0,50.0,0.267,13.5,75.0,0.75,45.0,0.0,1700.0,58.8,41.2,0.0,0.0,3.0,0.6,40.0,35,100.0,100,noband
tvguide,25433,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1910,50.0,50.0,0.2,16.2,75.0,0.75,25.0,3.3,1850.0,54.9,41.8,2.0,0.0,2.7,0.9,40.0,35,100.0,100,noband
dunns,38016,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,mideuropean,1910,45.0,54.0,0.333,14.8,70.0,0.75,50.0,13.0,1420.0,54.3,32.6,0.0,0.0,3.0,0.9,28.0,35,106.9,100,noband
dunns,38016,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,mideuropean,1910,45.0,54.0,0.233,14.3,67.0,0.75,45.0,12.3,1420.0,51.5,36.1,0.0,0.0,3.0,0.6,28.0,35,106.9,100,noband
target,34549,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,815,2,spiegel,canadian,1911,45.0,54.0,0.267,14.0,90.0,0.75,30.0,0.0,2000.0,58.8,41.2,0.0,0.0,3.0,1.0,33.0,40,103.3,100,noband
mervyns,34175,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,821,7,tabloid,,1910,30.0,54.0,0.233,15.8,68.0,0.75,25.0,6.4,2000.0,53.2,40.4,4.0,0.0,2.3,0.8,35.0,35,106.9,100,noband
walmart,34493,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,,1910,30.0,54.0,0.5,13.6,70.0,0.8125,30.0,0.0,2000.0,58.8,41.2,0.0,0.0,2.3,0.9,30.0,35,100.0,100,noband
mervyns,34175,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,,1910,30.0,54.0,0.333,16.8,71.0,0.75,25.0,18.0,2000.0,45.0,36.9,0.0,0.0,2.5,0.9,35.0,35,106.9,100,noband
walmart,34493,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,,1910,30.0,54.0,0.167,14.6,70.0,0.8125,30.0,0.0,2000.0,58.8,41.2,0.0,0.0,1.5,0.6,30.0,35,106.9,100,noband
target,34549,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,canadian,1910,45.0,54.0,0.167,18.0,90.0,0.5,26.0,8.3,1875.0,52.1,39.6,0.0,0.0,3.0,1.0,33.0,35,106.9,100,noband
target,34549,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,spiegel,canadian,1910,45.0,54.0,0.367,15.0,100.0,0.75,33.0,2.3,2000.0,56.8,40.9,0.0,0.0,2.75,0.9,33.0,35,106.9,100,noband
dunns,38016,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,,1910,45.0,56.0,0.3,15.5,78.0,0.75,,11.1,1350.0,55.5,33.3,0.0,0.0,2.2,0.9,28.0,35,100.0,100,noband
dunns,38016,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,,1911,45.0,56.0,0.233,16.0,64.0,0.75,,11.1,1350.0,55.5,33.3,0.0,0.0,2.5,0.5,28.0,40,103.3,100,noband
lazarus,34154,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,828,2,tabloid,,1910,45.0,56.0,0.333,14.9,85.0,1.0,30.0,17.3,1600.0,48.1,34.6,0.0,0.0,2.8,1.0,40.0,35,100.0,100,noband
lazarus,34154,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,828,10,tabloid,canadian,1910,30.0,56.0,0.367,14.7,83.0,1.0,30.0,10.8,1600.0,53.8,35.5,0.0,6.0,2.6,1.2,40.0,35,100.0,100,noband
ames,34585,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,1910,57.5,57.0,0.367,15.3,84.0,1.0,30.0,19.0,2400.0,47.6,33.3,0.0,0.0,3.0,1.0,33.0,40,93.75,100,noband
ames,34585,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,10,tabloid,canadian,1910,57.5,57.0,,14.2,78.0,1.0,30.0,10.5,2400.0,52.6,36.8,0.0,0.0,2.5,1.0,33.0,40,93.75,100,noband
galls,38061,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,,woodhoe70,815,1,spiegel,northus,1911,47.5,49.0,0.367,15.0,84.0,0.75,28.0,2.2,1600.0,54.3,43.5,0.0,0.0,3.0,0.9,34.0,30,108.1,100,band
tvguide,25437,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,7,tabloid,northus,1911,57.5,51.0,0.333,15.2,70.0,0.625,25.0,11.1,1850.0,50.5,38.4,3.0,0.0,2.5,0.8,34.0,30,100.0,100,noband
tvguide,25437,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,2,tabloid,northus,1911,57.5,51.0,0.267,15.6,81.0,0.75,25.0,9.8,1850.0,49.0,41.2,0.0,0.0,2.7,0.6,34.0,30,100.0,100,noband
ames,38013,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,824,2,tabloid,,1910,40.0,55.0,0.533,15.4,80.0,0.8125,30.0,10.2,2400.0,51.0,38.8,0.0,0.0,1.7,0.7,30.0,45,93.75,100,noband
ames,38013,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,824,9,tabloid,,1910,45.0,55.0,0.3,16.1,82.0,0.75,30.0,0.0,2400.0,58.8,41.2,0.0,0.0,2.0,0.8,30.0,45,93.75,100,noband
competitivedge,34399,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,1911,40.0,54.0,0.3,15.0,70.0,,,10.0,,50.0,40.0,0.0,0.0,2.5,0.8,60.0,30,100.0,100,noband
competitivedge,34399,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,northus,1910,42.5,54.0,0.3,15.0,70.0,,,13.4,1500.0,48.1,38.5,2.0,0.0,2.5,1.0,60.0,45,93.75,100,noband
austads,34066,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,canadian,1910,52.5,55.0,0.333,14.0,70.0,0.625,55.0,7.9,1600.0,57.5,34.44,4.0,0.0,3.0,0.8,40.0,45,93.75,100,noband
austads,34066,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,catalog,canadian,1910,52.5,55.0,0.433,14.0,80.0,,55.0,9.9,1600.0,49.5,40.6,0.0,0.0,3.0,0.5,40.0,45,93.75,100,noband
target,34551,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,1,spiegel,canadian,1910,35.0,72.0,0.367,15.2,72.0,1.0,36.0,0.0,2200.0,65.2,34.8,0.0,0.0,2.5,1.0,30.0,40,93.6,90,band
target,34551,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,815,1,spiegel,canadian,1910,35.0,56.0,0.267,15.0,70.0,1.0,33.0,0.0,2350.0,65.2,34.8,0.0,0.0,2.5,1.0,30.0,40,93.75,90,band
colortile,34749,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,816,2,tabloid,canadian,,,46.0,,16.0,72.0,0.5,32.0,0.0,1673.0,58.8,41.2,0.0,0.0,2.5,1.5,30.0,,,,band
